Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,upsilon_disk,upsilon_bulge
0.69,21.503700788810043,1.0430598686600574,2.49,13.92,0.0,20.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.89,26.45897225060077,1.2522602559195986,1.87,15.16,0.0,13.91,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.09,29.095841908181647,1.4631280816655448,4.97,16.41,0.0,11.73,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.29,32.10455710747745,1.6756168738474024,9.29,17.34,0.0,10.3,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.48,36.07489614674283,1.8812996171067224,13.62,18.34,0.0,7.96,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.68,42.390015978555205,2.0527263509620783,16.26,19.12,0.0,6.72,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.88,45.49882477565039,2.193427530710854,18.16,19.54,0.0,3.97,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.08,47.35482437717912,2.305138916774823,19.64,19.1,0.0,2.84,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.27,46.11780585821154,2.385261010764632,20.17,18.77,0.0,2.16,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.37,49.11508176271922,2.427574641109798,20.59,18.61,0.0,1.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.98,52.808154742637235,2.6250921868373562,22.17,17.21,0.0,0.0,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,13.59925672595663,0.6726082485961391,3.74,12.31,0.0,15.93,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.99,23.39725109769983,1.121018179762581,7.46,14.55,0.0,5.52,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.48,29.42156254612135,1.45481363465578,10.87,12.95,0.0,1.26,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.97,35.53792937511625,1.7185588240273597,13.32,11.54,0.0,0.29,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.47,38.48587090591174,1.9178133432361228,14.77,10.18,0.0,0.08,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.96,42.14825988396069,2.0773824164434704,16.2,9.16,0.0,0.02,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.46,45.63278701633488,2.211824415267708,17.6,8.37,0.0,0.01,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.95,42.69759883891306,2.3026456148854244,17.91,7.77,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.44,46.53750676881893,2.364671204451552,17.48,7.29,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.94,47.16303504171126,2.4149480277757647,16.93,6.89,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.43,47.512228878607935,2.4540018138513267,16.28,6.55,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.92,49.05308435656035,2.486866317685406,15.64,6.26,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.6,13.732474261514293,0.638870051454245,6.82,12.59,0.0,30.32,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.73,14.260549179757094,0.7452923231723511,8.12,14.22,0.0,27.69,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.85,17.459551473745726,0.8326649989326644,9.3,15.27,0.0,27.15,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.98,17.17154720701863,0.9374583787371686,10.41,17.04,0.0,25.71,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.07,19.80452518173103,1.0070892141708494,11.27,18.03,0.0,24.23,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.54,26.966244194910665,1.3374286789029934,15.22,22.44,0.0,17.21,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.02,33.237225000005864,1.6145373573166528,18.74,24.92,0.0,11.77,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.49,37.98973778438843,1.834258228889908,21.52,25.85,0.0,7.54,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.96,41.720580450243816,2.0064388853958692,23.28,26.01,0.0,5.12,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.43,42.20759279003259,2.1478297436278275,24.59,25.36,0.0,3.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.9,44.546739650590204,2.280046153859249,25.62,25.01,0.0,2.55,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.37,49.94930715925052,2.394734150792391,26.35,24.48,0.0,1.74,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.86,49.59175751091101,2.5035347265798524,27.08,23.7,0.0,1.09,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.34,48.70183716812165,2.600994514892338,27.81,22.69,0.0,0.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.81,50.67650795510846,2.686027424593128,28.4,21.59,0.0,0.46,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.28,52.831948816272885,2.7688905794623957,28.98,20.86,0.0,0.36,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.75,58.34171189253577,2.846331383211732,29.57,20.11,0.0,0.24,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.22,58.86681000203458,2.9225283376181124,30.3,19.38,0.0,0.16,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.69,62.03820935567982,2.998393140327327,31.18,18.7,0.0,0.11,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.16,60.0953906336872,3.0703605144343236,32.06,18.06,0.0,0.07,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.64,63.13774967979235,3.1320596951643584,32.64,17.47,0.0,0.05,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.11,65.7926199091258,3.1898538976304462,33.23,16.94,0.0,0.03,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.58,63.66514066773067,3.2332670318004837,33.38,16.44,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.05,66.8997797592104,3.2702993987237257,33.38,15.98,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.52,63.628795374214285,3.2903377647796606,32.79,15.57,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.99,64.90571373680572,3.305285517903827,32.06,15.18,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.46,65.04110132263335,3.315334506757141,31.18,14.81,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.94,62.524955312755026,3.3250596747909733,30.3,14.47,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.41,68.288112124173,3.33324566078367,29.42,14.16,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.9,65.32882063420345,3.3449473371047653,28.69,13.86,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
13.37,67.07124019486416,3.3514683275833628,27.81,13.59,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.41,14.541026932522689,0.7099851960816881,10.41,8.28,0.0,20.43,0.0,DDO168,0.4730907222957778,0.6960143268453542
0.82,25.814354394568806,1.2625297744798747,18.08,12.66,0.0,14.59,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.24,32.98468774423927,1.5961322554747606,20.09,15.11,0.0,8.79,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.64,36.65654004544419,1.8418970082358375,20.2,15.99,0.0,5.9,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.06,41.75234050871724,2.1327566397154882,22.0,16.89,0.0,4.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.47,46.99754756683375,2.359281262404883,22.63,17.03,0.0,2.87,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.89,46.89562007832347,2.5608298207162266,22.95,16.99,0.0,2.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.3,50.61560694747507,2.728179474609562,22.74,17.19,0.0,1.56,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.71,53.79586787990995,2.8802807024238954,22.74,17.16,0.0,0.82,0.0,DDO168,0.4730907222957778,0.6960143268453542
4.12,57.21570035676209,3.0109163571028144,22.74,16.37,0.0,0.0,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.87,31.286279505426844,1.533658125708187,8.68,18.19,0.0,9.38,0.0,DDO170,0.4991054565011195,0.7011650127004083
3.36,40.9899208041544,2.1466849533955323,15.07,19.75,0.0,3.58,0.0,DDO170,0.4991054565011195,0.7011650127004083
4.86,49.635855369790995,2.5296232071277878,20.59,19.94,0.0,2.02,0.0,DDO170,0.4991054565011195,0.7011650127004083
6.35,59.103181732477914,2.774897799401557,24.61,19.17,0.0,0.91,0.0,DDO170,0.4991054565011195,0.7011650127004083
7.85,57.65777522459682,2.9351735911975747,26.94,18.71,0.0,0.47,0.0,DDO170,0.4991054565011195,0.7011650127004083
9.34,62.61518029894986,3.0194157102483787,27.6,17.41,0.0,0.18,0.0,DDO170,0.4991054565011195,0.7011650127004083
10.83,58.173866583689566,3.0511224209900196,26.77,16.05,0.0,0.09,0.0,DDO170,0.4991054565011195,0.7011650127004083
12.33,60.41698202608803,3.0522009366315452,24.9,15.01,0.0,0.0,0.0,DDO170,0.4991054565011195,0.7011650127004083
0.41,21.75769039199439,1.142137300878238,2.21,28.95,0.0,455.28,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.98,40.24231937661447,2.046812831330662,4.41,47.6,0.0,284.5,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
1.78,62.30624490863006,2.989698832554387,6.75,62.09,0.0,213.32,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
2.69,72.14825828458943,3.9484224511966284,8.55,75.48,0.0,152.2,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
3.36,92.6035684401245,4.531743593823994,9.18,82.21,0.0,142.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
4.39,105.60675084091879,5.218308654489402,9.29,86.87,0.0,105.73,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
5.65,115.04587769705424,5.9284121764522855,9.5,92.23,0.0,92.69,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.34,116.64002091246246,6.2865357667427375,10.22,96.19,0.0,89.82,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.89,131.98798093364348,6.575684004177012,11.87,100.53,0.0,87.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
8.34,142.10134136443983,7.298286543904794,17.23,113.81,0.0,78.45,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
10.04,162.46662515830542,8.029912773829107,24.23,128.72,0.0,58.05,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
11.65,169.35575943412192,8.458546102688462,30.75,133.41,0.0,39.79,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
13.36,188.80201187047075,8.740114081360538,36.2,132.99,0.0,23.18,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
15.06,175.51976140495609,8.882289367495497,39.42,128.51,0.0,15.89,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
16.67,170.21853518027112,8.969963517465324,40.49,124.23,0.0,10.92,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.25,15.261260281389612,0.7562838506924755,-0.22,17.33,0.0,276.94,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.83,36.97370375953746,1.828571207869991,-1.8,34.96,0.0,168.99,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.38,59.214446565053585,2.772317362561812,-1.55,51.34,0.0,141.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.85,71.24636373777558,3.419533637083211,5.01,61.73,0.0,81.24,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
2.68,80.99569343150344,3.9787889404103427,12.54,60.49,0.0,46.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.19,92.96635532997506,4.33140955989615,16.68,63.17,0.0,41.4,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.68,86.78972294777748,4.61371696068726,20.19,65.14,0.0,30.23,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
4.13,93.32856072465806,4.820628251880777,22.31,66.32,0.0,24.2,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
5.23,97.95065770521138,5.135452208491892,25.63,64.52,0.0,9.48,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.05,103.1030441735491,5.257625914823659,27.28,60.09,0.0,3.57,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.81,99.47728114756028,5.341545652709236,28.58,55.74,0.0,2.78,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
7.56,112.4485310894243,5.449367992473242,30.7,53.61,0.0,2.04,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
8.32,109.88496145647628,5.555981330640077,33.83,51.18,0.0,1.21,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.09,104.42166792104435,5.635521414515946,35.49,49.08,0.0,0.72,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.86,107.18406126350435,5.64589574377821,33.74,46.34,0.0,0.0,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.26,15.363011194369408,0.7562951102277075,4.59,8.31,0.0,31.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.77,37.52753412570192,1.8009072938217567,11.55,14.79,0.0,10.44,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.29,52.474825673295584,2.3855738351154465,16.45,14.54,0.0,3.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.81,62.31517513207019,2.7195404190155474,19.03,13.66,0.0,1.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
2.32,59.5119455760695,2.915193102723978,20.09,12.28,0.0,0.34,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
3.39,58.811896607977026,3.0936595322783185,17.39,9.97,0.0,0.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
4.44,56.827978433568084,3.1804413267695644,14.45,8.53,0.0,0.0,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.45,50.74287870005564,2.5036313939209567,0.0,65.19,0.0,2096.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.34,98.96425897331676,5.157864968514172,0.0,120.17,0.0,997.68,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
2.23,131.66057554160867,6.72264372093502,0.0,137.48,0.0,691.26,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
3.12,154.45919527092218,7.966781846911217,0.0,146.18,0.0,574.33,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.01,180.94056133358782,9.11116652726242,0.0,157.86,0.0,548.02,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.9,215.24490813949066,10.217654520766766,0.0,175.79,0.0,524.14,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
5.79,227.79073035953292,11.300797812603703,0.0,199.19,0.0,483.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
6.69,241.73218605230053,12.183243646135395,0.0,217.87,0.0,426.75,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
7.58,242.87653666038585,12.807008134887647,0.0,228.65,0.0,376.92,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
8.47,245.9012170058655,13.418660984902582,0.0,241.76,0.0,345.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
10.23,279.9262561838732,14.345120076688676,0.0,260.94,0.0,282.74,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
12.06,300.1239887966616,15.046661832565883,0.04,275.04,0.0,199.54,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
13.44,333.99386462313765,15.343391215844377,0.4,277.98,0.0,164.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
15.18,315.5912607129993,15.677444456922798,3.11,282.25,0.0,131.46,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
16.83,333.7211199054908,15.904554299507652,15.18,283.33,0.0,96.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
18.56,310.92682466487065,15.944389405829789,22.91,276.47,0.0,70.44,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
20.3,301.78028901285285,16.039297744654387,33.06,272.19,0.0,62.6,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
21.94,307.8412097851922,16.172476917241923,33.62,273.0,0.0,50.58,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
23.68,313.73987955330927,16.27722745821935,39.67,271.34,0.0,32.65,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
25.41,358.66871269042116,16.208473384162517,44.98,261.62,0.0,19.67,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
27.06,309.3005601831061,16.127368283089066,46.29,252.97,0.0,13.79,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
28.8,333.5675772167162,16.00728219572211,43.21,243.84,0.0,7.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
30.53,303.7159897608705,15.903798063354035,45.08,233.85,0.0,4.31,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
32.18,331.9138410010314,15.857090186049724,52.43,224.75,0.0,2.73,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
33.91,322.71408713341003,15.830996487064795,59.7,216.21,0.0,1.63,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
35.65,313.0854175594801,15.777841272297795,61.56,208.83,0.0,1.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
37.3,314.1693112112987,15.740546783046433,63.33,202.65,0.0,0.94,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
39.03,303.48396790729674,15.687807563403888,62.96,196.77,0.0,0.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
40.76,319.77256736907333,15.639804272328348,62.4,191.39,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
42.41,305.01724469260677,15.60588318693961,62.21,186.89,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.61,27.01219693321531,1.4387786148159392,5.21,28.61,0.0,43.88,0.0,F561-1,0.6516493753435968,0.7023668613421391
3.23,35.57742831320338,1.9002942893942654,10.57,37.58,0.0,19.59,0.0,F561-1,0.6516493753435968,0.7023668613421391
4.84,41.82848895799296,2.073531126923264,15.71,39.1,0.0,14.19,0.0,F561-1,0.6516493753435968,0.7023668613421391
6.45,50.75825384674589,2.3521960792332854,20.94,44.01,0.0,11.07,0.0,F561-1,0.6516493753435968,0.7023668613421391
8.06,52.798796674483434,2.6189890197640135,25.97,48.52,0.0,7.95,0.0,F561-1,0.6516493753435968,0.7023668613421391
9.66,54.4434615804354,2.7384171403076056,29.26,49.44,0.0,3.35,0.0,F561-1,0.6516493753435968,0.7023668613421391
1.07,34.00607770698052,1.676346700053439,1.98,18.3,0.0,33.42,0.0,F563-1,0.4979354612780529,0.700336193659199
1.78,53.19361173933555,2.496649178208234,4.03,24.51,0.0,20.43,0.0,F563-1,0.4979354612780529,0.700336193659199
2.49,62.60372581035592,3.096223428491603,6.25,27.45,0.0,14.31,0.0,F563-1,0.4979354612780529,0.700336193659199
2.97,66.74277784863409,3.40714329029851,7.78,28.28,0.0,9.63,0.0,F563-1,0.4979354612780529,0.700336193659199
3.04,72.7314833804802,3.4459626881638457,8.01,28.2,0.0,9.31,0.0,F563-1,0.4979354612780529,0.700336193659199
3.19,72.05350270057282,3.5270625952011603,8.49,28.16,0.0,9.15,0.0,F563-1,0.4979354612780529,0.700336193659199
6.95,100.88928433949681,4.684733815566701,17.83,29.57,0.0,3.35,0.0,F563-1,0.4979354612780529,0.700336193659199
8.58,99.77545758108707,4.943482071291866,22.83,29.09,0.0,1.88,0.0,F563-1,0.4979354612780529,0.700336193659199
9.26,94.5013059408896,5.03321616312986,24.91,28.73,0.0,1.68,0.0,F563-1,0.4979354612780529,0.700336193659199
9.89,95.21617825387327,5.110401021138948,26.69,28.7,0.0,1.49,0.0,F563-1,0.4979354612780529,0.700336193659199
10.08,111.15650938599083,5.134029808510639,27.31,28.73,0.0,1.43,0.0,F563-1,0.4979354612780529,0.700336193659199
11.84,115.05414676724081,5.2962583868691695,30.86,27.77,0.0,0.72,0.0,F563-1,0.4979354612780529,0.700336193659199
14.56,107.19464081229022,5.408276517899918,30.44,25.73,0.0,0.36,0.0,F563-1,0.4979354612780529,0.700336193659199
15.43,106.73508927637486,5.4410005857565125,30.7,25.11,0.0,0.28,0.0,F563-1,0.4979354612780529,0.700336193659199
17.93,119.06048891007174,5.547645689116518,33.36,23.48,0.0,0.14,0.0,F563-1,0.4979354612780529,0.700336193659199
19.02,105.56042724036335,5.587290662108631,34.35,22.95,0.0,0.1,0.0,F563-1,0.4979354612780529,0.700336193659199
20.1,107.41963646674564,5.622512516483017,35.34,22.07,0.0,0.0,0.0,F563-1,0.4979354612780529,0.700336193659199
1.31,10.176974950424755,0.49299103054663695,4.66,11.06,0.0,12.6,0.0,F563-V1,0.6038133028488122,0.7057552064518139
2.63,16.131276221371074,0.8227978228676177,9.66,16.85,0.0,9.31,0.0,F563-V1,0.6038133028488122,0.7057552064518139
3.93,23.080264705108277,1.1543088460585795,13.79,23.41,0.0,7.16,0.0,F563-V1,0.6038133028488122,0.7057552064518139
5.24,25.134641254464317,1.267086880343502,16.46,24.18,0.0,3.64,0.0,F563-V1,0.6038133028488122,0.7057552064518139
6.55,26.968690212426957,1.326052433033104,18.52,23.59,0.0,2.39,0.0,F563-V1,0.6038133028488122,0.7057552064518139
7.87,29.6144850739416,1.3833707890445106,20.17,23.33,0.0,2.56,0.0,F563-V1,0.6038133028488122,0.7057552064518139
0.28,13.808823050618765,0.6873280750464861,0.95,6.22,0.0,68.0,0.0,F563-V2,0.5146354156635015,0.7050917929446172
0.87,41.051064866804026,1.9885287046178026,2.93,17.64,0.0,60.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.46,53.84604816602734,2.9998086036869585,4.98,27.33,0.0,50.99,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.05,74.67887548139998,3.7430615729780756,7.2,35.16,0.0,39.39,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.35,77.22967554657916,4.0314560667718515,8.24,37.71,0.0,33.19,0.0,F563-V2,0.5146354156635015,0.7050917929446172
4.76,99.25227254677691,5.284664535106089,16.62,45.06,0.0,10.8,0.0,F563-V2,0.5146354156635015,0.7050917929446172
7.86,114.31510623246518,5.978245848730492,34.33,41.16,0.0,3.01,0.0,F563-V2,0.5146354156635015,0.7050917929446172
8.7,120.58657638480035,6.131767176570623,39.57,40.09,0.0,2.22,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.18,130.30767119821658,6.230076418377614,39.57,38.11,0.0,1.34,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.47,116.64276788149378,6.246397180704456,39.57,37.78,0.0,1.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.26,24.04709794948565,1.2005162172933077,5.7,11.4,0.0,12.58,0.0,F565-V2,0.5011514405130411,0.7060023894696793
2.51,41.74787559874152,2.1391800598047848,10.7,17.23,0.0,5.69,0.0,F565-V2,0.5011514405130411,0.7060023894696793
