Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,upsilon_disk,upsilon_bulge
3.07,25.773909923769654,0.5107030297251346,7.04,7.65,0.0,0.0,0.0,D564-8,0.505439091902537,0.7031626991179729
0.45,11.735854921746553,0.2388214478369542,8.4,9.99,0.0,26.06,0.0,D631-7,0.4041956764669195,0.6946125185170313
0.9,20.263174568865388,0.40229654802693554,13.51,15.52,0.0,19.64,0.0,D631-7,0.4041956764669195,0.6946125185170313
1.35,26.436234333328795,0.5390626424383976,16.7,20.76,0.0,12.17,0.0,D631-7,0.4041956764669195,0.6946125185170313
1.8,32.24660260593438,0.6337968710714805,18.72,21.37,0.0,4.5,0.0,D631-7,0.4041956764669195,0.6946125185170313
2.25,35.44394200124046,0.7095873759481803,19.9,19.92,0.0,2.1,0.0,D631-7,0.4041956764669195,0.6946125185170313
2.69,38.89204392221174,0.7807274207699976,20.61,18.76,0.0,1.13,0.0,D631-7,0.4041956764669195,0.6946125185170313
3.14,41.690761920528274,0.845327406526531,20.73,17.36,0.0,0.54,0.0,D631-7,0.4041956764669195,0.6946125185170313
3.59,46.44605239379666,0.9067502544769088,20.61,16.32,0.0,0.37,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.04,48.07508184528932,0.9644824563948092,20.38,15.37,0.0,0.18,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.49,50.414298162719554,1.016998135182121,19.9,14.49,0.0,0.1,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.94,52.94644831969325,1.0664395492913255,19.43,13.72,0.0,0.05,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.39,56.18079835068635,1.1117797554905298,18.84,13.04,0.0,0.03,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.84,58.12200039815555,1.1540055186226306,18.25,12.45,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.29,60.15034091319939,1.1931577162584428,17.65,11.93,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.74,62.00693050116068,1.2295443395113943,17.06,11.48,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
7.19,65.86946299408919,1.2632792791340477,16.47,11.08,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
0.1,2.9133748546235525,0.0587449940468322,-1.13,1.96,0.0,28.5,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.3,9.074515142408627,0.18336889046575247,-2.45,6.31,0.0,27.26,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,14.758496816934256,0.30005344250930444,-0.64,9.67,0.0,24.99,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.69,21.118198739444704,0.41722394746402297,2.49,13.92,0.0,20.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.89,25.610711971275485,0.5009041023678394,1.87,15.16,0.0,13.91,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.09,29.195873743259195,0.5852512326662178,4.97,16.41,0.0,11.73,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.29,32.94922532915981,0.670246749538961,9.29,17.34,0.0,10.3,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.48,37.005553863977795,0.7525198468426889,13.62,18.34,0.0,7.96,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.68,41.58872260296702,0.8210905403848312,16.26,19.12,0.0,6.72,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.88,44.52066027879041,0.8773710122843417,18.16,19.54,0.0,3.97,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.08,46.603596752169516,0.9220555667099292,19.64,19.1,0.0,2.84,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.27,47.0702544724602,0.9541044043058529,20.17,18.77,0.0,2.16,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.37,48.77692839840525,0.9710298564439191,20.59,18.61,0.0,1.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.98,52.62436813910317,1.0500368747349424,22.17,17.21,0.0,0.0,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,13.51100167353632,0.2690432994384557,3.74,12.31,0.0,15.93,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.99,22.8111185962309,0.4484072719050324,7.46,14.55,0.0,5.52,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.48,29.2263886343179,0.5819254538623121,10.87,12.95,0.0,1.26,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.97,34.83787763837481,0.6874235296109439,13.32,11.54,0.0,0.29,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.47,38.40810848119816,0.7671253372944492,14.77,10.18,0.0,0.08,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.96,41.78789295090592,0.8309529665773882,16.2,9.16,0.0,0.02,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.46,44.79500778974645,0.8847297661070832,17.6,8.37,0.0,0.01,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.95,44.710786914190315,0.9210582459541697,17.91,7.77,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.44,46.9910571609462,0.9458684817806209,17.48,7.29,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.94,47.84459034999368,0.9659792111103059,16.93,6.89,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.43,48.452913317659096,0.9816007255405306,16.28,6.55,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.92,49.46362955484901,0.9947465270741624,15.64,6.26,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.6,13.159430322056657,0.255548020581698,6.82,12.59,0.0,30.32,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.73,14.64772754997105,0.2981169292689404,8.12,14.22,0.0,27.69,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.85,16.97580057669026,0.33306599957306576,9.3,15.27,0.0,27.15,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.98,18.118119427653475,0.37498335149486745,10.41,17.04,0.0,25.71,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.07,20.0068806427426,0.4028356856683397,11.27,18.03,0.0,24.23,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.54,26.835641824800188,0.5349714715611974,15.22,22.44,0.0,17.21,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.02,32.66933828780218,0.6458149429266611,18.74,24.92,0.0,11.77,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.49,37.20699386043427,0.7337032915559633,21.52,25.85,0.0,7.54,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.96,40.76549880484795,0.8025755541583476,23.28,26.01,0.0,5.12,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.43,42.656994039546966,0.859131897451131,24.59,25.36,0.0,3.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.9,45.17924970654707,0.9120184615436996,25.62,25.01,0.0,2.55,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.37,48.7165326732089,0.9578936603169563,26.35,24.48,0.0,1.74,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.86,49.87911972332264,1.001413890631941,27.08,23.7,0.0,1.09,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.34,50.69266904595671,1.0403978059569352,27.81,22.69,0.0,0.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.81,52.502932277160916,1.074410969837251,28.4,21.59,0.0,0.46,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.28,54.359466480057904,1.1075562317849583,28.98,20.86,0.0,0.36,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.75,57.49266135555508,1.1385325532846928,29.57,20.11,0.0,0.24,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.22,58.61706405223118,1.1690113350472449,30.3,19.38,0.0,0.16,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.69,60.79600142619986,1.199357256130931,31.18,18.7,0.0,0.11,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.16,60.88248242668676,1.2281442057737293,32.06,18.06,0.0,0.07,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.64,62.839816213889236,1.2528238780657435,32.64,17.47,0.0,0.05,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.11,64.59529473521567,1.2759415590521785,33.23,16.94,0.0,0.03,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.58,64.26526064869807,1.2933068127201934,33.38,16.44,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.05,66.00350468836888,1.3081197594894902,33.38,15.98,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.52,64.93557132704164,1.3161351059118642,32.79,15.57,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.99,65.62571170956821,1.3221142071615308,32.06,15.18,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.46,65.80045461013903,1.3261338027028564,31.18,14.81,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.94,64.91069822259368,1.3300238699163893,30.3,14.47,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.41,67.31419277907324,1.3332982643134679,29.42,14.16,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.9,66.27089629893857,1.3379789348419062,28.69,13.86,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
13.37,67.04611600894602,1.3405873310333452,27.81,13.59,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.41,14.336233125989331,0.2839940784326752,10.41,8.28,0.0,20.43,0.0,DDO168,0.4730907222957778,0.6960143268453542
0.82,25.476099051586015,0.5050119097919498,18.08,12.66,0.0,14.59,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.24,32.34746216339283,0.6384529021899042,20.09,15.11,0.0,8.79,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.64,36.76538011700772,0.736758803294335,20.2,15.99,0.0,5.9,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.06,42.294015880072756,0.8531026558861953,22.0,16.89,0.0,4.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.47,47.1103941755921,0.9437125049619531,22.63,17.03,0.0,2.87,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.89,49.4882058799241,1.0243319282864907,22.95,16.99,0.0,2.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.3,52.984396474304766,1.0912717898438247,22.74,17.19,0.0,1.56,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.71,56.08171558105072,1.152112280969558,22.74,17.16,0.0,0.82,0.0,DDO168,0.4730907222957778,0.6960143268453542
4.12,59.017276427938604,1.2043665428411257,22.74,16.37,0.0,0.0,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.87,30.91840931066898,0.6134632502832748,8.68,18.19,0.0,9.38,0.0,DDO170,0.4991054565011195,0.7011650127004083
3.36,42.15618776240815,0.8586739813582129,15.07,19.75,0.0,3.58,0.0,DDO170,0.4991054565011195,0.7011650127004083
4.86,50.209820633449844,1.011849282851115,20.59,19.94,0.0,2.02,0.0,DDO170,0.4991054565011195,0.7011650127004083
6.35,56.940046285809856,1.1099591197606227,24.61,19.17,0.0,0.91,0.0,DDO170,0.4991054565011195,0.7011650127004083
7.85,58.28519318420962,1.1740694364790298,26.94,18.71,0.0,0.47,0.0,DDO170,0.4991054565011195,0.7011650127004083
9.34,61.27906064256048,1.2077662840993515,27.6,17.41,0.0,0.18,0.0,DDO170,0.4991054565011195,0.7011650127004083
10.83,59.88301568535606,1.2204489683960078,26.77,16.05,0.0,0.09,0.0,DDO170,0.4991054565011195,0.7011650127004083
12.33,60.79320405001375,1.220880374652618,24.9,15.01,0.0,0.0,0.0,DDO170,0.4991054565011195,0.7011650127004083
0.41,22.408723767336614,0.4568549203512952,2.21,28.95,0.0,455.28,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.98,40.658681726613736,0.8187251325322649,4.41,47.6,0.0,284.5,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
1.78,60.79888395410467,1.1958795330217549,6.75,62.09,0.0,213.32,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
2.69,76.24037272819531,1.5793689804786513,8.55,75.48,0.0,152.2,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
3.36,91.42235050193773,1.8126974375295977,9.18,82.21,0.0,142.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
4.39,104.86240419024033,2.0873234617957603,9.29,86.87,0.0,105.73,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
5.65,117.15929719624911,2.3713648705809143,9.5,92.23,0.0,92.69,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.34,122.09443756589782,2.5146143066970947,10.22,96.19,0.0,89.82,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.89,131.70340042358154,2.6302736016708046,11.87,100.53,0.0,87.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
8.34,144.41997507263346,2.9193146175619176,17.23,113.81,0.0,78.45,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
10.04,161.3456033492714,3.2119651095316426,24.23,128.72,0.0,58.05,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
11.65,169.2448570059103,3.383418441075385,30.75,133.41,0.0,39.79,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
13.36,180.40217372451477,3.4960456325442153,36.2,132.99,0.0,23.18,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
15.06,176.7953769719284,3.552915746998199,39.42,128.51,0.0,15.89,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
16.67,175.72697628169232,3.5879854069861294,40.49,124.23,0.0,10.92,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.25,15.179910320865549,0.3025135402769902,-0.22,17.33,0.0,276.94,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.83,36.732335998254875,0.7314284831479964,-1.8,34.96,0.0,168.99,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.38,56.95358697676318,1.1089269450247248,-1.55,51.34,0.0,141.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.85,69.53294914010877,1.3678134548332843,5.01,61.73,0.0,81.24,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
2.68,80.14374465752549,1.591515576164137,12.54,60.49,0.0,46.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.19,89.16345685074383,1.7325638239584598,16.68,63.17,0.0,41.4,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.68,90.0804927073581,1.8454867842749039,20.19,65.14,0.0,30.23,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
4.13,95.17896331243253,1.9282513007523105,22.31,66.32,0.0,24.2,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
5.23,100.80568958398725,2.0541808833967568,25.63,64.52,0.0,9.48,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.05,104.33272864730354,2.1030503659294633,27.28,60.09,0.0,3.57,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.81,103.88946029153493,2.136618261083694,28.58,55.74,0.0,2.78,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
7.56,110.3718283454486,2.1797471969892963,30.7,53.61,0.0,2.04,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
8.32,110.62576055027144,2.222392532256031,33.83,51.18,0.0,1.21,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.09,109.39492414260909,2.2542085658063784,35.49,49.08,0.0,0.72,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.86,110.62437343074026,2.258358297511284,33.74,46.34,0.0,0.0,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.26,15.220745800480252,0.30251804409108296,4.59,8.31,0.0,31.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.77,36.62190117614185,0.7203629175287027,11.55,14.79,0.0,10.44,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.29,49.616816290703596,0.9542295340461786,16.45,14.54,0.0,3.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.81,57.56055508101465,1.0878161676062188,19.03,13.66,0.0,1.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
2.32,58.787095463115534,1.1660772410895912,20.09,12.28,0.0,0.34,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
3.39,60.64867303053063,1.2374638129113273,17.39,9.97,0.0,0.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
4.44,60.89648729466201,1.2721765307078259,14.45,8.53,0.0,0.0,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.45,50.34072820707374,1.0014525575683826,0.0,65.19,0.0,2096.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.34,101.48008321149678,2.063145987405669,0.0,120.17,0.0,997.68,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
2.23,133.3359548678637,2.689057488374008,0.0,137.48,0.0,691.26,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
3.12,157.38506027130347,3.1867127387644865,0.0,146.18,0.0,574.33,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.01,181.71022286058417,3.644466610904968,0.0,157.86,0.0,548.02,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.9,208.70981750499746,4.087061808306706,0.0,175.79,0.0,524.14,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
5.79,226.72586589505758,4.520319125041481,0.0,199.19,0.0,483.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
6.69,242.89179817454493,4.873297458454157,0.0,217.87,0.0,426.75,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
7.58,250.83471228280612,5.122803253955059,0.0,228.65,0.0,376.92,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
8.47,259.3844186211772,5.367464393961033,0.0,241.76,0.0,345.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
10.23,284.11194339381336,5.73804803067547,0.0,260.94,0.0,282.74,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
12.06,300.6095375094552,6.018664733026354,0.04,275.04,0.0,199.54,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
13.44,317.71824043938756,6.137356486337751,0.4,277.98,0.0,164.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
15.18,314.36583776827325,6.270977782769119,3.11,282.25,0.0,131.46,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
16.83,324.34309955628817,6.361821719803061,15.18,283.33,0.0,96.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
18.56,315.7034027359057,6.377755762331915,22.91,276.47,0.0,70.44,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
20.3,313.1836885409938,6.415719097861754,33.06,272.19,0.0,62.6,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
21.94,317.2062069209799,6.468990766896769,33.62,273.0,0.0,50.58,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
23.68,320.82268131995585,6.51089098328774,39.67,271.34,0.0,32.65,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
25.41,337.9691656861187,6.4833893536650065,44.98,261.62,0.0,19.67,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
27.06,317.24864347031126,6.450947313235627,46.29,252.97,0.0,13.79,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
28.8,325.5144172353518,6.402912878288844,43.21,243.84,0.0,7.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
30.53,312.3319726645966,6.361519225341614,45.08,233.85,0.0,4.31,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
32.18,323.0506186330092,6.342836074419889,52.43,224.75,0.0,2.73,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
33.91,319.05759269814155,6.332398594825918,59.7,216.21,0.0,1.63,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
35.65,314.56826229136556,6.311136508919118,61.56,208.83,0.0,1.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
37.3,314.5542858810766,6.296218713218573,63.33,202.65,0.0,0.94,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
39.03,309.64727792376533,6.275123025361555,62.96,196.77,0.0,0.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
40.76,315.5866782155695,6.255921708931339,62.4,191.39,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
42.41,309.277496120318,6.242353274775844,62.21,186.89,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.61,28.070222151077395,0.5755114459263756,5.21,28.61,0.0,43.88,0.0,F561-1,0.6516493753435968,0.7023668613421391
3.23,37.03450279801253,0.7601177157577061,10.57,37.58,0.0,19.59,0.0,F561-1,0.6516493753435968,0.7023668613421391
4.84,41.61376910627636,0.8294124507693056,15.71,39.1,0.0,14.19,0.0,F561-1,0.6516493753435968,0.7023668613421391
6.45,48.52965448949778,0.9408784316933141,20.94,44.01,0.0,11.07,0.0,F561-1,0.6516493753435968,0.7023668613421391
8.06,52.547386906961535,1.0475956079056055,25.97,48.52,0.0,7.95,0.0,F561-1,0.6516493753435968,0.7023668613421391
9.66,54.63839031586542,1.095366856123042,29.26,49.44,0.0,3.35,0.0,F561-1,0.6516493753435968,0.7023668613421391
1.07,33.71859148343347,0.6705386800213756,1.98,18.3,0.0,33.42,0.0,F563-1,0.4979354612780529,0.700336193659199
1.78,51.23723483423303,0.9986596712832936,4.03,24.51,0.0,20.43,0.0,F563-1,0.4979354612780529,0.700336193659199
2.49,62.19617146604159,1.238489371396641,6.25,27.45,0.0,14.31,0.0,F563-1,0.4979354612780529,0.700336193659199
2.97,67.58283062303576,1.3628573161194042,7.78,28.28,0.0,9.63,0.0,F563-1,0.4979354612780529,0.700336193659199
3.04,70.44414561015823,1.3783850752655382,8.01,28.2,0.0,9.31,0.0,F563-1,0.4979354612780529,0.700336193659199
3.19,71.14615222264304,1.410825038080464,8.49,28.16,0.0,9.15,0.0,F563-1,0.4979354612780529,0.700336193659199
6.95,96.57251952259912,1.8738935262266803,17.83,29.57,0.0,3.35,0.0,F563-1,0.4979354612780529,0.700336193659199
8.58,99.2319678879372,1.9773928285167464,22.83,29.09,0.0,1.88,0.0,F563-1,0.4979354612780529,0.700336193659199
9.26,98.19911633391416,2.013286465251944,24.91,28.73,0.0,1.68,0.0,F563-1,0.4979354612780529,0.700336193659199
9.89,99.41128355521668,2.0441604084555793,26.69,28.7,0.0,1.49,0.0,F563-1,0.4979354612780529,0.700336193659199
10.08,106.07096145652399,2.0536119234042554,27.31,28.73,0.0,1.43,0.0,F563-1,0.4979354612780529,0.700336193659199
11.84,109.57675934932635,2.1185033547476677,30.86,27.77,0.0,0.72,0.0,F563-1,0.4979354612780529,0.700336193659199
14.56,107.77717453971509,2.1633106071599673,30.44,25.73,0.0,0.36,0.0,F563-1,0.4979354612780529,0.700336193659199
15.43,107.98604273962809,2.1764002343026045,30.7,25.11,0.0,0.28,0.0,F563-1,0.4979354612780529,0.700336193659199
17.93,114.1959438334269,2.219058275646607,33.36,23.48,0.0,0.14,0.0,F563-1,0.4979354612780529,0.700336193659199
19.02,109.27165884144891,2.234916264843452,34.35,22.95,0.0,0.1,0.0,F563-1,0.4979354612780529,0.700336193659199
20.1,110.43800478449445,2.2490050065932063,35.34,22.07,0.0,0.0,0.0,F563-1,0.4979354612780529,0.700336193659199
1.31,9.986682346729545,0.19719641221865478,4.66,11.06,0.0,12.6,0.0,F563-V1,0.6038133028488122,0.7057552064518139
2.63,16.326084362959843,0.3291191291470471,9.66,16.85,0.0,9.31,0.0,F563-V1,0.6038133028488122,0.7057552064518139
3.93,23.083812034746266,0.4617235384234318,13.79,23.41,0.0,7.16,0.0,F563-V1,0.6038133028488122,0.7057552064518139
5.24,25.25889906590775,0.5068347521374008,16.46,24.18,0.0,3.64,0.0,F563-V1,0.6038133028488122,0.7057552064518139
6.55,26.70010528136803,0.5304209732132416,18.52,23.59,0.0,2.39,0.0,F563-V1,0.6038133028488122,0.7057552064518139
7.87,28.446243498110768,0.5533483156178042,20.17,23.33,0.0,2.56,0.0,F563-V1,0.6038133028488122,0.7057552064518139
0.28,13.771466120805337,0.27493123001859443,0.95,6.22,0.0,68.0,0.0,F563-V2,0.5146354156635015,0.7050917929446172
0.87,40.28277040213524,0.795411481847121,2.93,17.64,0.0,60.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.46,57.53612251065444,1.1999234414747835,4.98,27.33,0.0,50.99,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.05,74.78828906829689,1.4972246291912301,7.2,35.16,0.0,39.39,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.35,79.26934301989387,1.6125824267087405,8.24,37.71,0.0,33.19,0.0,F563-V2,0.5146354156635015,0.7050917929446172
4.76,103.11688343998381,2.1138658140424353,16.62,45.06,0.0,10.8,0.0,F563-V2,0.5146354156635015,0.7050917929446172
7.86,117.46499267775198,2.391298339492197,34.33,41.16,0.0,3.01,0.0,F563-V2,0.5146354156635015,0.7050917929446172
8.7,121.81583667276762,2.452706870628249,39.57,40.09,0.0,2.22,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.18,126.88398549981801,2.4920305673510454,39.57,38.11,0.0,1.34,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.47,121.61387332105097,2.4985588722817824,39.57,37.78,0.0,1.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.26,24.025033787313948,0.48020648691732304,5.7,11.4,0.0,12.58,0.0,F565-V2,0.5011514405130411,0.7060023894696793
