Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,upsilon_disk,upsilon_bulge
4.49,48.671863777173556,5.084990675910605,19.9,14.49,0.0,0.1,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.94,51.444331740201164,5.332197746456628,19.43,13.72,0.0,0.05,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.39,58.548040655325806,5.558898777452649,18.84,13.04,0.0,0.03,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.84,59.80889826625167,5.770027593113152,18.25,12.45,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.29,62.1201613143084,5.965788581292214,17.65,11.93,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.74,64.12578460352452,6.147721697556971,17.06,11.48,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
7.19,76.69145914363638,6.316396395670239,16.47,11.08,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
0.1,2.8178754637513226,0.293724970234161,-1.13,1.96,0.0,28.5,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.3,8.69879761889264,0.9168444523287624,-2.45,6.31,0.0,27.26,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,13.781795582810398,1.5002672125465222,-0.64,9.67,0.0,24.99,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.69,22.14620420441894,2.086119737320115,2.49,13.92,0.0,20.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.89,27.872739382809566,2.504520511839197,1.87,15.16,0.0,13.91,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.09,28.929122183052407,2.9262561633310895,4.97,16.41,0.0,11.73,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.29,30.69677673800685,3.351233747694805,9.29,17.34,0.0,10.3,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.48,34.523799951351215,3.762599234213445,13.62,18.34,0.0,7.96,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.68,43.725504937868855,4.105452701924157,16.26,19.12,0.0,6.72,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.88,47.129098937083704,4.386855061421708,18.16,19.54,0.0,3.97,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.08,48.606870418861774,4.610277833549646,19.64,19.1,0.0,2.84,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.27,44.53039150113043,4.770522021529264,20.17,18.77,0.0,2.16,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.37,49.67867070324249,4.855149282219596,20.59,18.61,0.0,1.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.98,53.114465748527365,5.2501843736747125,22.17,17.21,0.0,0.0,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,13.74634847999048,1.3452164971922782,3.74,12.31,0.0,15.93,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.99,24.37413860014804,2.242036359525162,7.46,14.55,0.0,5.52,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.48,29.7468523991271,2.90962726931156,10.87,12.95,0.0,1.26,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.97,36.704682269685314,3.4371176480547194,13.32,11.54,0.0,0.29,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.47,38.61547494710101,3.8356266864722457,14.77,10.18,0.0,0.08,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.96,42.74887143905197,4.154764832886941,16.2,9.16,0.0,0.02,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.46,47.02908572731559,4.423648830535416,17.6,8.37,0.0,0.01,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.95,39.34228538011764,4.605291229770849,17.91,7.77,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.44,45.781589448606816,4.729342408903104,17.48,7.29,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.94,46.027109527907214,4.829896055551529,16.93,6.89,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.43,45.94442148018934,4.908003627702653,16.28,6.55,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.92,48.36884235941257,4.973732635370812,15.64,6.26,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.6,14.68754749394369,1.27774010290849,6.82,12.59,0.0,30.32,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.73,13.615251896067168,1.4905846463447021,8.12,14.22,0.0,27.69,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.85,18.265802968838162,1.6653299978653289,9.3,15.27,0.0,27.15,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.98,15.593926839293887,1.8749167574743373,10.41,17.04,0.0,25.71,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.07,19.467266080045075,2.014178428341699,11.27,18.03,0.0,24.23,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.54,27.183914811761472,2.674857357805987,15.22,22.44,0.0,17.21,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.02,34.18370285367869,3.2290747146333056,18.74,24.92,0.0,11.77,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.49,39.294310990978694,3.668516457779816,21.52,25.85,0.0,7.54,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.96,43.312383192570245,4.0128777707917385,23.28,26.01,0.0,5.12,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.43,41.458590707508634,4.295659487255655,24.59,25.36,0.0,3.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.9,43.49255622399543,4.560092307718498,25.62,25.01,0.0,2.55,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.37,52.00393130265322,4.789468301584782,26.35,24.48,0.0,1.74,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.86,49.112820490224976,5.007069453159705,27.08,23.7,0.0,1.09,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.34,45.38378403839654,5.201989029784676,27.81,22.69,0.0,0.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.81,47.632467418354366,5.372054849186256,28.4,21.59,0.0,0.46,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.28,50.28608604329786,5.537781158924791,28.98,20.86,0.0,0.36,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.75,59.75679612083688,5.692662766423464,29.57,20.11,0.0,0.24,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.22,59.28305325170694,5.845056675236225,30.3,19.38,0.0,0.16,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.69,64.10855590481312,5.996786280654654,31.18,18.7,0.0,0.11,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.16,58.783570978687926,6.140721028868647,32.06,18.06,0.0,0.07,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.64,63.63430545629753,6.264119390328717,32.64,17.47,0.0,0.05,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.11,67.78816186564268,6.3797077952608925,33.23,16.94,0.0,0.03,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.58,62.66494069945166,6.466534063600967,33.38,16.44,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.05,68.3935715439463,6.540598797447451,33.38,15.98,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.52,61.45083545283537,6.580675529559321,32.79,15.57,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.99,63.70571711553492,6.610571035807654,32.06,15.18,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.46,63.77551251012389,6.630669013514282,31.18,14.81,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.94,58.54871712969057,6.650119349581947,30.3,14.47,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.41,69.91131103267259,6.66649132156734,29.42,14.16,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.9,63.758694526311615,6.689894674209531,28.69,13.86,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
13.37,67.11311383806108,6.7029366551667255,27.81,13.59,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.41,14.882349943411617,1.4199703921633762,10.41,8.28,0.0,20.43,0.0,DDO168,0.4730907222957778,0.6960143268453542
0.82,26.37811329954013,2.5250595489597494,18.08,12.66,0.0,14.59,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.24,34.04673037898332,3.192264510949521,20.09,15.11,0.0,8.79,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.64,36.47513992617162,3.683794016471675,20.2,15.99,0.0,5.9,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.06,40.849548223124714,4.2655132794309765,22.0,16.89,0.0,4.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.47,46.80946988556985,4.718562524809766,22.63,17.03,0.0,2.87,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.89,42.574643742322415,5.121659641432453,22.95,16.99,0.0,2.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.3,46.66762440275891,5.456358949219124,22.74,17.19,0.0,1.56,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.71,49.986121711342,5.760561404847791,22.74,17.16,0.0,0.82,0.0,DDO168,0.4730907222957778,0.6960143268453542
4.12,54.2130735714679,6.021832714205629,22.74,16.37,0.0,0.0,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.87,31.899396496689953,3.067316251416374,8.68,18.19,0.0,9.38,0.0,DDO170,0.4991054565011195,0.7011650127004083
3.36,39.04614254039816,4.293369906791065,15.07,19.75,0.0,3.58,0.0,DDO170,0.4991054565011195,0.7011650127004083
4.86,48.679246597026236,5.0592464142555755,20.59,19.94,0.0,2.02,0.0,DDO170,0.4991054565011195,0.7011650127004083
6.35,62.708407476924705,5.549795598803114,24.61,19.17,0.0,0.91,0.0,DDO170,0.4991054565011195,0.7011650127004083
7.85,56.61207862524214,5.870347182395149,26.94,18.71,0.0,0.47,0.0,DDO170,0.4991054565011195,0.7011650127004083
9.34,64.84204639293215,6.0388314204967575,27.6,17.41,0.0,0.18,0.0,DDO170,0.4991054565011195,0.7011650127004083
10.83,55.32528474757875,6.102244841980039,26.77,16.05,0.0,0.09,0.0,DDO170,0.4991054565011195,0.7011650127004083
12.33,59.78994531954515,6.1044018732630905,24.9,15.01,0.0,0.0,0.0,DDO170,0.4991054565011195,0.7011650127004083
0.41,20.672634766424025,2.284274601756476,2.21,28.95,0.0,455.28,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.98,39.5483821266157,4.093625662661324,4.41,47.6,0.0,284.5,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
1.78,64.8185131661724,5.979397665108774,6.75,62.09,0.0,213.32,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
2.69,65.3280675452463,7.896844902393257,8.55,75.48,0.0,152.2,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
3.36,94.57226500376912,9.063487187647988,9.18,82.21,0.0,142.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
4.39,106.84732859204958,10.436617308978803,9.29,86.87,0.0,105.73,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
5.65,111.52351186506277,11.856824352904571,9.5,92.23,0.0,92.69,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.34,107.54932649007017,12.573071533485475,10.22,96.19,0.0,89.82,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.89,132.46228178374673,13.151368008354025,11.87,100.53,0.0,87.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
8.34,138.23695185078378,14.596573087809588,17.23,113.81,0.0,78.45,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
10.04,164.3349948400287,16.059825547658214,24.23,128.72,0.0,58.05,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
11.65,169.5405968144746,16.917092205376925,30.75,133.41,0.0,39.79,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
13.36,202.80174211373077,17.480228162721076,36.2,132.99,0.0,23.18,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
15.06,173.3937354600022,17.764578734990994,39.42,128.51,0.0,15.89,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
16.67,161.03780001123573,17.939927034930648,40.49,124.23,0.0,10.92,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.25,15.396843548929711,1.512567701384951,-0.22,17.33,0.0,276.94,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.83,37.37598336167511,3.657142415739982,-1.8,34.96,0.0,168.99,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.38,62.98254587887094,5.544634725123624,-1.55,51.34,0.0,141.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.85,74.10205473388696,6.839067274166422,5.01,61.73,0.0,81.24,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
2.68,82.41560805480003,7.957577880820685,12.54,60.49,0.0,46.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.19,99.30451946202716,8.6628191197923,16.68,63.17,0.0,41.4,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.68,81.30510668180973,9.22743392137452,20.19,65.14,0.0,30.23,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
4.13,90.24455641170059,9.641256503761554,22.31,66.32,0.0,24.2,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
5.23,93.19227124058492,10.270904416983784,25.63,64.52,0.0,9.48,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.05,101.05357005062501,10.515251829647317,27.28,60.09,0.0,3.57,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.81,92.12364924093586,10.683091305418472,28.58,55.74,0.0,2.78,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
7.56,115.9097023293838,10.898735984946484,30.7,53.61,0.0,2.04,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
8.32,108.65029630015101,11.111962661280154,33.83,51.18,0.0,1.21,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.09,96.13290755176976,11.271042829031892,35.49,49.08,0.0,0.72,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.86,101.4502076514445,11.29179148755642,33.74,46.34,0.0,0.0,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.26,15.600120184184664,1.512590220455415,4.59,8.31,0.0,31.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.77,39.03692237496871,3.6018145876435135,11.55,14.79,0.0,10.44,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.29,57.23817464428225,4.771147670230893,16.45,14.54,0.0,3.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.81,70.23954188382943,5.439080838031095,19.03,13.66,0.0,1.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
2.32,60.72002909765944,5.830386205447956,20.09,12.28,0.0,0.34,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
3.39,55.75060257038768,6.187319064556637,17.39,9.97,0.0,0.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
4.44,50.04713033174489,6.360882653539129,14.45,8.53,0.0,0.0,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.45,51.41312952169216,5.007262787841913,0.0,65.19,0.0,2096.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.34,94.7712185763501,10.315729937028344,0.0,120.17,0.0,997.68,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
2.23,128.8682766645169,13.44528744187004,0.0,137.48,0.0,691.26,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
3.12,149.58275360362003,15.933563693822434,0.0,146.18,0.0,574.33,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.01,179.65779212192723,18.22233305452484,0.0,157.86,0.0,548.02,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.9,226.13672586364606,20.435309041533532,0.0,175.79,0.0,524.14,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
5.79,229.5655044669918,22.601595625207406,0.0,199.19,0.0,483.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
6.69,239.79949918189322,24.36648729227079,0.0,217.87,0.0,426.75,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
7.58,229.61291062301876,25.614016269775295,0.0,228.65,0.0,376.92,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
8.47,223.42921431367935,26.837321969805163,0.0,241.76,0.0,345.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
10.23,272.9501108339728,28.690240153377353,0.0,260.94,0.0,282.74,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
12.06,299.3147409420055,30.093323665131766,0.04,275.04,0.0,199.54,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
13.44,361.11990492938776,30.686782431688755,0.4,277.98,0.0,164.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
15.18,317.6336322875427,31.354888913845596,3.11,282.25,0.0,131.46,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
16.83,349.3511538208287,31.809108599015303,15.18,283.33,0.0,96.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
18.56,302.96586121314556,31.888778811659577,22.91,276.47,0.0,70.44,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
20.3,282.774623132618,32.078595489308775,33.06,272.19,0.0,62.6,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
21.94,292.23288122554584,32.344953834483846,33.62,273.0,0.0,50.58,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
23.68,301.93520994223155,32.5544549164387,39.67,271.34,0.0,32.65,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
25.41,393.1679576975921,32.41694676832503,44.98,261.62,0.0,19.67,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
27.06,296.0537547044309,32.25473656617813,46.29,252.97,0.0,13.79,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
28.8,346.98951051899024,32.01456439144422,43.21,243.84,0.0,7.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
30.53,289.35601825466034,31.80759612670807,45.08,233.85,0.0,4.31,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
32.18,346.68587828106837,31.71418037209945,52.43,224.75,0.0,2.73,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
33.91,328.8082445255241,31.66199297412959,59.7,216.21,0.0,1.63,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
35.65,310.6140096730043,31.55568254459559,61.56,208.83,0.0,1.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
37.3,313.52768676166875,31.481093566092866,63.33,202.65,0.0,0.94,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
39.03,293.2117845465158,31.375615126807777,62.96,196.77,0.0,0.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
40.76,326.7490492915797,31.279608544656696,62.4,191.39,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
42.41,297.9168256464213,31.21176637387922,62.21,186.89,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.61,25.248821570111836,2.8775572296318783,5.21,28.61,0.0,43.88,0.0,F561-1,0.6516493753435968,0.7023668613421391
3.23,33.148970838521436,3.8005885787885307,10.57,37.58,0.0,19.59,0.0,F561-1,0.6516493753435968,0.7023668613421391
4.84,42.186355377520655,4.147062253846528,15.71,39.1,0.0,14.19,0.0,F561-1,0.6516493753435968,0.7023668613421391
6.45,54.47258610882607,4.704392158466571,20.94,44.01,0.0,11.07,0.0,F561-1,0.6516493753435968,0.7023668613421391
8.06,53.2178129536866,5.237978039528027,25.97,48.52,0.0,7.95,0.0,F561-1,0.6516493753435968,0.7023668613421391
9.66,54.118580354718695,5.476834280615211,29.26,49.44,0.0,3.35,0.0,F561-1,0.6516493753435968,0.7023668613421391
1.07,34.48522141289225,3.352693400106878,1.98,18.3,0.0,33.42,0.0,F563-1,0.4979354612780529,0.700336193659199
1.78,56.45423991450642,4.993298356416468,4.03,24.51,0.0,20.43,0.0,F563-1,0.4979354612780529,0.700336193659199
2.49,63.28298305087978,6.192446856983206,6.25,27.45,0.0,14.31,0.0,F563-1,0.4979354612780529,0.700336193659199
2.97,65.34268989129797,6.81428658059702,7.78,28.28,0.0,9.63,0.0,F563-1,0.4979354612780529,0.700336193659199
3.04,76.54371299768349,6.891925376327691,8.01,28.2,0.0,9.31,0.0,F563-1,0.4979354612780529,0.700336193659199
3.19,73.56575349712244,7.0541251904023206,8.49,28.16,0.0,9.15,0.0,F563-1,0.4979354612780529,0.700336193659199
6.95,108.08389236765963,9.369467631133402,17.83,29.57,0.0,3.35,0.0,F563-1,0.4979354612780529,0.700336193659199
8.58,100.68127373633682,9.886964142583732,22.83,29.09,0.0,1.88,0.0,F563-1,0.4979354612780529,0.700336193659199
9.26,88.33828861918201,10.06643232625972,24.91,28.73,0.0,1.68,0.0,F563-1,0.4979354612780529,0.700336193659199
9.89,88.22433608496758,10.220802042277896,26.69,28.7,0.0,1.49,0.0,F563-1,0.4979354612780529,0.700336193659199
10.08,119.6324226017689,10.268059617021278,27.31,28.73,0.0,1.43,0.0,F563-1,0.4979354612780529,0.700336193659199
11.84,124.18312579709824,10.592516773738339,30.86,27.77,0.0,0.72,0.0,F563-1,0.4979354612780529,0.700336193659199
14.56,106.22375126658206,10.816553035799837,30.44,25.73,0.0,0.36,0.0,F563-1,0.4979354612780529,0.700336193659199
15.43,104.65016683761948,10.882001171513025,30.7,25.11,0.0,0.28,0.0,F563-1,0.4979354612780529,0.700336193659199
17.93,127.16806403781312,11.095291378233036,33.36,23.48,0.0,0.14,0.0,F563-1,0.4979354612780529,0.700336193659199
19.02,99.37504123855409,11.174581324217263,34.35,22.95,0.0,0.1,0.0,F563-1,0.4979354612780529,0.700336193659199
20.1,102.38902260383098,11.245025032966034,35.34,22.07,0.0,0.0,0.0,F563-1,0.4979354612780529,0.700336193659199
1.31,10.494129289916772,0.9859820610932739,4.66,11.06,0.0,12.6,0.0,F563-V1,0.6038133028488122,0.7057552064518139
2.63,15.806595985389796,1.6455956457352354,9.66,16.85,0.0,9.31,0.0,F563-V1,0.6038133028488122,0.7057552064518139
3.93,23.074352489044966,2.308617692117159,13.79,23.41,0.0,7.16,0.0,F563-V1,0.6038133028488122,0.7057552064518139
5.24,24.927544902058592,2.534173760687004,16.46,24.18,0.0,3.64,0.0,F563-V1,0.6038133028488122,0.7057552064518139
6.55,27.416331764191835,2.652104866066208,18.52,23.59,0.0,2.39,0.0,F563-V1,0.6038133028488122,0.7057552064518139
7.87,31.561554366992997,2.766741578089021,20.17,23.33,0.0,2.56,0.0,F563-V1,0.6038133028488122,0.7057552064518139
0.28,13.871084600307803,1.3746561500929722,0.95,6.22,0.0,68.0,0.0,F563-V2,0.5146354156635015,0.7050917929446172
0.87,42.33155564125201,3.9770574092356052,2.93,17.64,0.0,60.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.46,47.69592425831551,5.999617207373917,4.98,27.33,0.0,50.99,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.05,74.49651950323846,7.486123145956151,7.2,35.16,0.0,39.39,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.35,73.83022975772128,8.062912133543703,8.24,37.71,0.0,33.19,0.0,F563-V2,0.5146354156635015,0.7050917929446172
4.76,92.81125439143203,10.569329070212177,16.62,45.06,0.0,10.8,0.0,F563-V2,0.5146354156635015,0.7050917929446172
7.86,109.06529549032052,11.956491697460985,34.33,41.16,0.0,3.01,0.0,F563-V2,0.5146354156635015,0.7050917929446172
8.7,118.53780923818829,12.263534353141246,39.57,40.09,0.0,2.22,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.18,136.0138140288809,12.460152836755228,39.57,38.11,0.0,1.34,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.47,108.35759214889845,12.492794361408912,39.57,37.78,0.0,1.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.26,24.083871553105148,2.4010324345866154,5.7,11.4,0.0,12.58,0.0,F565-V2,0.5011514405130411,0.7060023894696793
2.51,40.71215000138735,4.2783601196095695,10.7,17.23,0.0,5.69,0.0,F565-V2,0.5011514405130411,0.7060023894696793
3.78,54.56841111619579,5.641704591724215,14.75,19.15,0.0,4.01,0.0,F565-V2,0.5011514405130411,0.7060023894696793
