Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,upsilon_disk,upsilon_bulge
0.45,11.94107239184771,1.58,8.4,9.99,0.0,26.06,0.0,D631-7,0.4041956764669195,0.6946125185170313
0.9,20.114827401346776,2.22,13.51,15.52,0.0,19.64,0.0,D631-7,0.4041956764669195,0.6946125185170313
1.35,26.95313212191988,2.35,16.7,20.76,0.0,12.17,0.0,D631-7,0.4041956764669195,0.6946125185170313
1.8,31.689843553574025,2.22,18.72,21.37,0.0,4.5,0.0,D631-7,0.4041956764669195,0.6946125185170313
2.25,35.479368797409016,1.82,19.9,19.92,0.0,2.1,0.0,D631-7,0.4041956764669195,0.6946125185170313
2.69,39.03637103849988,1.81,20.61,18.76,0.0,1.13,0.0,D631-7,0.4041956764669195,0.6946125185170313
3.14,42.266370326326545,1.57,20.73,17.36,0.0,0.54,0.0,D631-7,0.4041956764669195,0.6946125185170313
3.59,45.33751272384544,1.59,20.61,16.32,0.0,0.37,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.04,48.22412281974046,1.83,20.38,15.37,0.0,0.18,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.49,50.84990675910605,1.91,19.9,14.49,0.0,0.1,0.0,D631-7,0.4041956764669195,0.6946125185170313
4.94,53.321977464566274,2.19,19.43,13.72,0.0,0.05,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.39,55.58898777452649,2.73,18.84,13.04,0.0,0.03,0.0,D631-7,0.4041956764669195,0.6946125185170313
5.84,57.700275931131515,3.27,18.25,12.45,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.29,59.65788581292214,3.95,17.65,11.93,0.0,0.01,0.0,D631-7,0.4041956764669195,0.6946125185170313
6.74,61.47721697556971,4.07,17.06,11.48,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
7.19,63.16396395670238,3.94,16.47,11.08,0.0,0.0,0.0,D631-7,0.4041956764669195,0.6946125185170313
0.1,2.9372497023416098,4.62,-1.13,1.96,0.0,28.5,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.3,9.168444523287624,4.62,-2.45,6.31,0.0,27.26,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,15.00267212546522,4.62,-0.64,9.67,0.0,24.99,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.69,20.861197373201147,4.62,2.49,13.92,0.0,20.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.89,25.04520511839197,4.62,1.87,15.16,0.0,13.91,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.09,29.262561633310895,4.62,4.97,16.41,0.0,11.73,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.29,33.51233747694805,4.62,9.29,17.34,0.0,10.3,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.48,37.625992342134445,4.62,13.62,18.34,0.0,7.96,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.68,41.05452701924156,4.89,16.26,19.12,0.0,6.72,0.0,DDO064,0.5165764480366655,0.6982614455618932
1.88,43.868550614217085,4.62,18.16,19.54,0.0,3.97,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.08,46.10277833549646,4.62,19.64,19.1,0.0,2.84,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.27,47.705220215292634,4.62,20.17,18.77,0.0,2.16,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.37,48.551492822195954,6.73,20.59,18.61,0.0,1.86,0.0,DDO064,0.5165764480366655,0.6982614455618932
2.98,52.50184373674712,8.65,22.17,17.21,0.0,0.0,0.0,DDO064,0.5165764480366655,0.6982614455618932
0.49,13.452164971922782,1.6,3.74,12.31,0.0,15.93,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.99,22.42036359525162,0.8,7.46,14.55,0.0,5.52,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.48,29.096272693115598,0.7,10.87,12.95,0.0,1.26,0.0,DDO154,0.4426511971333211,0.6965404213094029
1.97,34.37117648054719,0.5,13.32,11.54,0.0,0.29,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.47,38.35626686472246,0.4,14.77,10.18,0.0,0.08,0.0,DDO154,0.4426511971333211,0.6965404213094029
2.96,41.54764832886941,0.2,16.2,9.16,0.0,0.02,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.46,44.23648830535416,0.2,17.6,8.37,0.0,0.01,0.0,DDO154,0.4426511971333211,0.6965404213094029
3.95,46.05291229770849,0.2,17.91,7.77,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.44,47.293424089031035,0.3,17.48,7.29,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
4.94,48.29896055551529,0.6,16.93,6.89,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.43,49.08003627702653,0.7,16.28,6.55,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
5.92,49.73732635370812,1.3,15.64,6.26,0.0,0.0,0.0,DDO154,0.4426511971333211,0.6965404213094029
0.6,12.777401029084901,3.53,6.82,12.59,0.0,30.32,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.73,14.90584646344702,4.83,8.12,14.22,0.0,27.69,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.85,16.653299978653287,2.5,9.3,15.27,0.0,27.15,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.98,18.749167574743375,7.58,10.41,17.04,0.0,25.71,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.07,20.141784283416985,4.03,11.27,18.03,0.0,24.23,0.0,DDO161,0.5023852492104077,0.6924344109526388
1.54,26.74857357805987,2.74,15.22,22.44,0.0,17.21,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.02,32.290747146333054,2.65,18.74,24.92,0.0,11.77,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.49,36.68516457779816,2.88,21.52,25.85,0.0,7.54,0.0,DDO161,0.5023852492104077,0.6924344109526388
2.96,40.12877770791738,3.05,23.28,26.01,0.0,5.12,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.43,42.95659487255655,3.68,24.59,25.36,0.0,3.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
3.9,45.60092307718498,3.25,25.62,25.01,0.0,2.55,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.37,47.89468301584782,2.99,26.35,24.48,0.0,1.74,0.0,DDO161,0.5023852492104077,0.6924344109526388
4.86,50.07069453159705,1.96,27.08,23.7,0.0,1.09,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.34,52.01989029784676,1.53,27.81,22.69,0.0,0.64,0.0,DDO161,0.5023852492104077,0.6924344109526388
5.81,53.72054849186255,1.86,28.4,21.59,0.0,0.46,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.28,55.37781158924791,1.48,28.98,20.86,0.0,0.36,0.0,DDO161,0.5023852492104077,0.6924344109526388
6.75,56.92662766423464,0.99,29.57,20.11,0.0,0.24,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.22,58.45056675236224,1.19,30.3,19.38,0.0,0.16,0.0,DDO161,0.5023852492104077,0.6924344109526388
7.69,59.96786280654654,1.26,31.18,18.7,0.0,0.11,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.16,61.407210288686464,1.33,32.06,18.06,0.0,0.07,0.0,DDO161,0.5023852492104077,0.6924344109526388
8.64,62.64119390328717,1.35,32.64,17.47,0.0,0.05,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.11,63.79707795260892,2.09,33.23,16.94,0.0,0.03,0.0,DDO161,0.5023852492104077,0.6924344109526388
9.58,64.66534063600967,2.38,33.38,16.44,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.05,65.40598797447451,1.08,33.38,15.98,0.0,0.02,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.52,65.8067552955932,3.22,32.79,15.57,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
10.99,66.10571035807654,2.37,32.06,15.18,0.0,0.01,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.46,66.30669013514282,0.95,31.18,14.81,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
11.94,66.50119349581946,0.96,30.3,14.47,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.41,66.6649132156734,0.99,29.42,14.16,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
12.9,66.8989467420953,0.74,28.69,13.86,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
13.37,67.02936655166725,1.31,27.81,13.59,0.0,0.0,0.0,DDO161,0.5023852492104077,0.6924344109526388
0.41,14.19970392163376,4.1,10.41,8.28,0.0,20.43,0.0,DDO168,0.4730907222957778,0.6960143268453542
0.82,25.25059548959749,1.3,18.08,12.66,0.0,14.59,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.24,31.922645109495214,1.5,20.09,15.11,0.0,8.79,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.64,36.83794016471675,1.1,20.2,15.99,0.0,5.9,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.06,42.655132794309765,1.1,22.0,16.89,0.0,4.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.47,47.18562524809766,1.2,22.63,17.03,0.0,2.87,0.0,DDO168,0.4730907222957778,0.6960143268453542
2.89,51.21659641432453,1.7,22.95,16.99,0.0,2.09,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.3,54.563589492191234,2.2,22.74,17.19,0.0,1.56,0.0,DDO168,0.4730907222957778,0.6960143268453542
3.71,57.605614048477904,2.5,22.74,17.16,0.0,0.82,0.0,DDO168,0.4730907222957778,0.6960143268453542
4.12,60.218327142056275,2.7,22.74,16.37,0.0,0.0,0.0,DDO168,0.4730907222957778,0.6960143268453542
1.87,30.67316251416374,3.0,8.68,18.19,0.0,9.38,0.0,DDO170,0.4991054565011195,0.7011650127004083
3.36,42.933699067910645,1.5,15.07,19.75,0.0,3.58,0.0,DDO170,0.4991054565011195,0.7011650127004083
4.86,50.59246414255575,1.0,20.59,19.94,0.0,2.02,0.0,DDO170,0.4991054565011195,0.7011650127004083
6.35,55.497955988031144,1.0,24.61,19.17,0.0,0.91,0.0,DDO170,0.4991054565011195,0.7011650127004083
7.85,58.70347182395149,1.1,26.94,18.71,0.0,0.47,0.0,DDO170,0.4991054565011195,0.7011650127004083
9.34,60.388314204967564,1.2,27.6,17.41,0.0,0.18,0.0,DDO170,0.4991054565011195,0.7011650127004083
10.83,61.02244841980039,1.3,26.77,16.05,0.0,0.09,0.0,DDO170,0.4991054565011195,0.7011650127004083
12.33,61.0440187326309,1.0,24.9,15.01,0.0,0.0,0.0,DDO170,0.4991054565011195,0.7011650127004083
0.41,22.842746017564757,11.6,2.21,28.95,0.0,455.28,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.98,40.936256626613236,11.8,4.41,47.6,0.0,284.5,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
1.78,59.79397665108774,9.75,6.75,62.09,0.0,213.32,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
2.69,78.96844902393256,5.1,8.55,75.48,0.0,152.2,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
3.36,90.63487187647988,5.06,9.18,82.21,0.0,142.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
4.39,104.36617308978802,5.35,9.29,86.87,0.0,105.73,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
5.65,118.5682435290457,6.44,9.5,92.23,0.0,92.69,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.34,125.73071533485474,9.1,10.22,96.19,0.0,89.82,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
6.89,131.51368008354024,5.25,11.87,100.53,0.0,87.61,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
8.34,145.96573087809588,4.2,17.23,113.81,0.0,78.45,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
10.04,160.59825547658212,3.28,24.23,128.72,0.0,58.05,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
11.65,169.17092205376923,2.41,30.75,133.41,0.0,39.79,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
13.36,174.80228162721076,2.18,36.2,132.99,0.0,23.18,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
15.06,177.64578734990994,2.23,39.42,128.51,0.0,15.89,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
16.67,179.39927034930648,2.03,40.49,124.23,0.0,10.92,0.0,ESO079-G014,0.5099354392910979,0.7108517716029743
0.25,15.12567701384951,3.4,-0.22,17.33,0.0,276.94,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.83,36.57142415739982,3.29,-1.8,34.96,0.0,168.99,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.38,55.44634725123623,2.96,-1.55,51.34,0.0,141.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
1.85,68.39067274166422,3.45,5.01,61.73,0.0,81.24,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
2.68,79.57577880820685,2.93,12.54,60.49,0.0,46.01,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.19,86.62819119792299,3.08,16.68,63.17,0.0,41.4,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
3.68,92.2743392137452,2.83,20.19,65.14,0.0,30.23,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
4.13,96.41256503761551,5.4,22.31,66.32,0.0,24.2,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
5.23,102.70904416983784,4.21,25.63,64.52,0.0,9.48,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.05,105.15251829647316,2.1,27.28,60.09,0.0,3.57,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
6.81,106.8309130541847,2.1,28.58,55.74,0.0,2.78,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
7.56,108.98735984946482,2.1,30.7,53.61,0.0,2.04,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
8.32,111.11962661280154,2.1,33.83,51.18,0.0,1.21,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.09,112.71042829031892,2.33,35.49,49.08,0.0,0.72,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
9.86,112.91791487556421,4.74,33.74,46.34,0.0,0.0,0.0,ESO116-G012,0.5398514588497816,0.697865071886624
0.26,15.125902204554148,1.8,4.59,8.31,0.0,31.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.77,36.018145876435135,3.0,11.55,14.79,0.0,10.44,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.29,47.71147670230893,4.63,16.45,14.54,0.0,3.29,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
1.81,54.39080838031094,1.26,19.03,13.66,0.0,1.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
2.32,58.30386205447956,3.11,20.09,12.28,0.0,0.34,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
3.39,61.87319064556637,1.35,17.39,9.97,0.0,0.03,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
4.44,63.60882653539129,7.36,14.45,8.53,0.0,0.0,0.0,ESO444-G084,0.5084724451379291,0.7003976379587691
0.45,50.072627878419134,9.78,0.0,65.19,0.0,2096.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.34,103.15729937028343,10.5,0.0,120.17,0.0,997.68,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
2.23,134.4528744187004,5.69,0.0,137.48,0.0,691.26,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
3.12,159.33563693822433,4.27,0.0,146.18,0.0,574.33,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.01,182.22333054524836,3.76,0.0,157.86,0.0,548.02,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
4.9,204.35309041533534,4.54,0.0,175.79,0.0,524.14,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
5.79,226.01595625207403,4.2,0.0,199.19,0.0,483.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
6.69,243.66487292270787,4.24,0.0,217.87,0.0,426.75,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
7.58,256.14016269775294,5.56,0.0,228.65,0.0,376.92,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
8.47,268.3732196980516,2.96,0.0,241.76,0.0,345.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
10.23,286.9024015337735,9.81,0.0,260.94,0.0,282.74,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
12.06,300.93323665131766,4.74,0.04,275.04,0.0,199.54,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
13.44,306.86782431688755,20.4,0.4,277.98,0.0,164.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
15.18,313.54888913845593,16.1,3.11,282.25,0.0,131.46,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
16.83,318.09108599015303,13.5,15.18,283.33,0.0,96.52,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
18.56,318.88778811659574,12.7,22.91,276.47,0.0,70.44,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
20.3,320.7859548930877,10.4,33.06,272.19,0.0,62.6,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
21.94,323.44953834483846,10.8,33.62,273.0,0.0,50.58,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
23.68,325.544549164387,9.3,39.67,271.34,0.0,32.65,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
25.41,324.16946768325033,7.23,44.98,261.62,0.0,19.67,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
27.06,322.5473656617813,8.39,46.29,252.97,0.0,13.79,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
28.8,320.1456439144422,8.37,43.21,243.84,0.0,7.98,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
30.53,318.0759612670807,11.5,45.08,233.85,0.0,4.31,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
32.18,317.14180372099446,14.5,52.43,224.75,0.0,2.73,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
33.91,316.6199297412959,15.9,59.7,216.21,0.0,1.63,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
35.65,315.5568254459559,8.83,61.56,208.83,0.0,1.34,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
37.3,314.81093566092864,7.88,63.33,202.65,0.0,0.94,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
39.03,313.75615126807776,8.0,62.96,196.77,0.0,0.72,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
40.76,312.79608544656696,9.82,62.4,191.39,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
42.41,312.1176637387922,9.07,62.21,186.89,0.0,0.59,0.0,ESO563-G021,0.4880740693227368,0.6950620704544086
1.61,28.77557229631878,10.0,5.21,28.61,0.0,43.88,0.0,F561-1,0.6516493753435968,0.7023668613421391
3.23,38.005885787885305,5.0,10.57,37.58,0.0,19.59,0.0,F561-1,0.6516493753435968,0.7023668613421391
4.84,41.47062253846528,5.0,15.71,39.1,0.0,14.19,0.0,F561-1,0.6516493753435968,0.7023668613421391
6.45,47.0439215846657,5.0,20.94,44.01,0.0,11.07,0.0,F561-1,0.6516493753435968,0.7023668613421391
8.06,52.37978039528027,5.0,25.97,48.52,0.0,7.95,0.0,F561-1,0.6516493753435968,0.7023668613421391
9.66,54.768342806152106,5.0,29.26,49.44,0.0,3.35,0.0,F561-1,0.6516493753435968,0.7023668613421391
1.07,33.52693400106878,7.17,1.98,18.3,0.0,33.42,0.0,F563-1,0.4979354612780529,0.700336193659199
1.78,49.93298356416468,10.66,4.03,24.51,0.0,20.43,0.0,F563-1,0.4979354612780529,0.700336193659199
2.49,61.924468569832044,7.69,6.25,27.45,0.0,14.31,0.0,F563-1,0.4979354612780529,0.700336193659199
2.97,68.1428658059702,11.1,7.78,28.28,0.0,9.63,0.0,F563-1,0.4979354612780529,0.700336193659199
3.04,68.91925376327691,17.5,8.01,28.2,0.0,9.31,0.0,F563-1,0.4979354612780529,0.700336193659199
3.19,70.5412519040232,8.93,8.49,28.16,0.0,9.15,0.0,F563-1,0.4979354612780529,0.700336193659199
6.95,93.69467631133399,24.8,17.83,29.57,0.0,3.35,0.0,F563-1,0.4979354612780529,0.700336193659199
8.58,98.86964142583733,9.4,22.83,29.09,0.0,1.88,0.0,F563-1,0.4979354612780529,0.700336193659199
9.26,100.6643232625972,25.3,24.91,28.73,0.0,1.68,0.0,F563-1,0.4979354612780529,0.700336193659199
9.89,102.20802042277896,23.8,26.69,28.7,0.0,1.49,0.0,F563-1,0.4979354612780529,0.700336193659199
10.08,102.68059617021275,11.0,27.31,28.73,0.0,1.43,0.0,F563-1,0.4979354612780529,0.700336193659199
11.84,105.92516773738338,9.48,30.86,27.77,0.0,0.72,0.0,F563-1,0.4979354612780529,0.700336193659199
14.56,108.16553035799836,11.0,30.44,25.73,0.0,0.36,0.0,F563-1,0.4979354612780529,0.700336193659199
15.43,108.82001171513024,9.4,30.7,25.11,0.0,0.28,0.0,F563-1,0.4979354612780529,0.700336193659199
17.93,110.95291378233034,24.3,33.36,23.48,0.0,0.14,0.0,F563-1,0.4979354612780529,0.700336193659199
19.02,111.74581324217262,7.75,34.35,22.95,0.0,0.1,0.0,F563-1,0.4979354612780529,0.700336193659199
20.1,112.45025032966032,10.7,35.34,22.07,0.0,0.0,0.0,F563-1,0.4979354612780529,0.700336193659199
1.31,9.859820610932738,5.0,4.66,11.06,0.0,12.6,0.0,F563-V1,0.6038133028488122,0.7057552064518139
2.63,16.455956457352354,5.0,9.66,16.85,0.0,9.31,0.0,F563-V1,0.6038133028488122,0.7057552064518139
3.93,23.08617692117159,5.0,13.79,23.41,0.0,7.16,0.0,F563-V1,0.6038133028488122,0.7057552064518139
5.24,25.341737606870037,5.0,16.46,24.18,0.0,3.64,0.0,F563-V1,0.6038133028488122,0.7057552064518139
6.55,26.521048660662082,5.0,18.52,23.59,0.0,2.39,0.0,F563-V1,0.6038133028488122,0.7057552064518139
7.87,27.66741578089021,5.0,20.17,23.33,0.0,2.56,0.0,F563-V1,0.6038133028488122,0.7057552064518139
0.28,13.74656150092972,7.89,0.95,6.22,0.0,68.0,0.0,F563-V2,0.5146354156635015,0.7050917929446172
0.87,39.77057409235605,7.89,2.93,17.64,0.0,60.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.46,59.99617207373917,8.68,4.98,27.33,0.0,50.99,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.05,74.86123145956151,14.2,7.2,35.16,0.0,39.39,0.0,F563-V2,0.5146354156635015,0.7050917929446172
2.35,80.62912133543702,17.5,8.24,37.71,0.0,33.19,0.0,F563-V2,0.5146354156635015,0.7050917929446172
4.76,105.69329070212177,8.68,16.62,45.06,0.0,10.8,0.0,F563-V2,0.5146354156635015,0.7050917929446172
7.86,119.56491697460983,8.68,34.33,41.16,0.0,3.01,0.0,F563-V2,0.5146354156635015,0.7050917929446172
8.7,122.63534353141245,16.6,39.57,40.09,0.0,2.22,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.18,124.60152836755228,51.9,39.57,38.11,0.0,1.34,0.0,F563-V2,0.5146354156635015,0.7050917929446172
10.47,124.92794361408913,40.3,39.57,37.78,0.0,1.24,0.0,F563-V2,0.5146354156635015,0.7050917929446172
1.26,24.010324345866152,10.0,5.7,11.4,0.0,12.58,0.0,F565-V2,0.5011514405130411,0.7060023894696793
2.51,42.783601196095695,10.0,10.7,17.23,0.0,5.69,0.0,F565-V2,0.5011514405130411,0.7060023894696793
3.78,56.41704591724215,7.0,14.75,19.15,0.0,4.01,0.0,F565-V2,0.5011514405130411,0.7060023894696793
5.03,65.92722681898314,7.0,18.18,18.51,0.0,1.6,0.0,F565-V2,0.5011514405130411,0.7060023894696793
6.29,73.52229056975091,7.0,21.5,20.41,0.0,1.58,0.0,F565-V2,0.5011514405130411,0.7060023894696793
7.54,79.24000379161448,5.0,24.72,20.52,0.0,0.6,0.0,F565-V2,0.5011514405130411,0.7060023894696793
8.8,83.44966422462765,6.0,27.11,18.68,0.0,0.21,0.0,F565-V2,0.5011514405130411,0.7060023894696793
1.92,38.73760558014048,8.0,-8.25,24.52,0.0,22.17,0.0,F567-2,0.526263791460788,0.6975114312466263
3.83,44.27248142414002,5.0,-11.91,32.41,0.0,10.5,0.0,F567-2,0.526263791460788,0.6975114312466263
5.75,47.1891123424505,5.0,-2.02,32.86,0.0,5.0,0.0,F567-2,0.526263791460788,0.6975114312466263
7.67,50.97652530259585,8.0,17.45,32.97,0.0,3.29,0.0,F567-2,0.526263791460788,0.6975114312466263
9.59,54.03683006067604,10.0,24.22,33.05,0.0,1.99,0.0,F567-2,0.526263791460788,0.6975114312466263
0.44,18.335613416710736,9.1,-2.08,12.26,0.0,98.11,0.0,F568-1,0.5038137872546767,0.6997363086692743
1.32,49.214958039764475,9.1,-5.39,28.49,0.0,57.84,0.0,F568-1,0.5038137872546767,0.6997363086692743
2.2,71.28244432195052,9.1,-6.26,35.84,0.0,38.81,0.0,F568-1,0.5038137872546767,0.6997363086692743
3.08,86.9735777056553,11.4,-3.53,40.15,0.0,24.49,0.0,F568-1,0.5038137872546767,0.6997363086692743
3.96,97.7136066439839,9.88,1.83,41.23,0.0,19.47,0.0,F568-1,0.5038137872546767,0.6997363086692743
4.84,105.97467055924473,16.2,8.4,42.44,0.0,16.02,0.0,F568-1,0.5038137872546767,0.6997363086692743
